报告日期,输出类型,建议日期,产品ID,推广流量,流量场景,创意规格,转化类型,建议预算,D1预测P20,D1预测P50,D1预测P80,月内LTV倍率,边际ROI_P20,边际ROI_P50,P20安全垫(pp),P50安全垫(pp),单元ROI_P20,单元ROI_P50,单元ROI_P80,单元P20安全垫(pp),单元P50安全垫(pp),恢复提升分,分配质量分,候选排序,原始Cap,风险后Cap,Cap使用率,风险折扣,节假日Scale,历史消耗权重,KPI,建议日预算
2026-04-21,实际分配,2026-04-25,36655893,2,13,71,2,4227.6675,0.8864417417667486,0.964257796808904,0.9655918635331779,1.1596917298034177,1.0022991779574495,1.0902857475488066,-4.770082204255055,4.028574754880654,1.0279991568794353,1.1182417923577503,1.1197888985048967,-2.2000843120564717,6.82417923577503,0.04601005984062839,0.047635059840628394,1,8455.335,8455.335,0.5,1.0,1.25,0.8852764128731738,1.05,4227.6675
2026-04-21,实际分配,2026-04-26,36655893,2,13,71,2,2113.83375,0.8727230120738845,0.9130217079079053,0.9152623811116712,1.1486275128309245,1.0024336627487387,1.0487218535149,-4.756633725126136,-0.12781464850999402,1.0024336627487387,1.0487218535149,1.0512955524040086,-4.756633725126136,-0.12781464850999402,0.04614454463191764,0.04776954463191764,3,8455.335,8455.335,0.25,1.0,1.25,0.8852764128731738,1.05,2113.83375
2026-04-21,实际分配,2026-04-25,36656221,2,13,71,2,1754.705625,0.8308431768230868,0.8951405213686573,0.9079837183343095,1.218231914954816,1.0121596743283319,1.0904887515005917,-3.7840325671668174,4.048875150059161,1.0121596743283319,1.0904887515005917,1.1061347439342,-3.7840325671668174,4.048875150059161,0.055870556211510825,0.057495556211510826,2,7018.8225,7018.8225,0.25,1.0,1.25,0.7708472257916434,1.05,1754.705625
2026-04-21,实际分配,2026-04-25,32763997,2,13,71,2,347.70093749999995,0.6916982491043355,0.7960767267437229,0.84341518696977,1.4279009999866135,0.9876766215850704,1.1367187541834318,-6.2323378414929635,8.671875418343177,0.9876766215850704,1.1367187541834318,1.204313388878031,-6.2323378414929635,8.671875418343177,0.03138750346824937,0.03251250346824937,4,2781.6074999999996,1390.8037499999998,0.25,0.5,1.25,0.6919800429071213,1.05,347.70093749999995
2026-04-21,实际分配,2026-04-25,31440303,2,13,71,2,194.52077343749994,0.8181634235798472,0.8798558108201339,0.9056163001705683,1.2014343297036345,0.9829696243966844,1.0570889763085354,-6.703037560331559,0.7088976308535333,0.9829696243966844,1.0570889763085354,1.088038512564112,-6.703037560331559,0.7088976308535333,0.026680506279863403,0.027730506279863402,5,1830.7837499999996,778.0830937499998,0.25,0.425,1.25,0.45025562540086767,1.05,194.52077343749994
2026-04-21,实际分配,2026-04-25,32535459,2,13,71,46,47.5721875,0.6026277904347098,0.6355010015992004,0.7085364017885035,1.6138103952013205,0.9725269926407376,1.0255781225416407,-7.747300735926244,-2.442187745835933,0.9725269926407376,1.0255781225416407,1.1434434105848266,-7.747300735926244,-2.442187745835933,0.016237874523916562,0.017362874523916563,6,380.5775,190.28875,0.25,0.5,1.25,0.21675923575502193,1.05,47.5721875
