日期,优化器状态,求解器状态,KPI,当前ROI,原预测月末ROI,优化后ROI_P20,优化后ROI_P50,P20安全垫(pp),建议释放预算,预算利用率,恢复模式基准ROI,恢复预算上限,可选恢复预算段,历史长尾回收,未来回收_P20,未来回收_P50,已发生消耗,已发生回收
2026-04-21,RecoveryBudget,RECOVERY_INFEASIBLE,1.05,0.8900287193367514,0.9002850660277795,0.9567639168070643,0.9575526221471199,-9.323608319293575,8686.0007734375,0.011804376275086478,0.956289118116821,24241.56742857143,7,56218.95737048819,8713.29737764181,9389.328951713613,848454.8600000001,755149.1924608428
